Mode,Score_rfm,Score_klabel,Time
LogisticRegression,0.8198432125088841,0.9375665671641791,9.186551809310913
GaussianNB,0.868683383084577,0.9258369864960908,0.40771937370300293
KNeighborsClassifier,0.9048315849324805,0.9246107462686565,1.7883350849151611
DecisionTreeClassifier,0.9603325657427149,0.9900299360341152,0.5451967716217041
RandomForestClassifier,0.9671573845060412,0.9928556929637529,22.350942850112915
SVC,0.9056305614783225,0.9053636958066809,71.88440775871277
